created_at,text
2021-12-02 23:44:45,"*I ain’t goin to Miami..I’m werkin* follow me on IG : @albeleevintage
✨https://t.co/6LbXaoVUMX✨
#Lakers… https://t.co/BQ4UJbBmqZ"
2021-12-02 23:43:40,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 23:40:25,#NBA #Lakers - LeBron James (abdominal) probable Friday.
2021-12-02 23:39:23,#NBA #Lakers - Anthony Davis (thumb) questionable Friday.
2021-12-02 23:33:57,"RT @Ben_ESPN: 🏀@ESPNNBA schedule update:

🆚ESPN has added the #Suns vs #Warriors game to its Dec. 3 slate, starting at 10P ET. This replace…"
2021-12-02 23:33:10,"This is a tough time for all those die hard 🙄 #Yankees, #Lakers, #ManU fans out there."
2021-12-02 23:30:00,"#LeBron got eight #COVID19 tests up his nose in 4 days 😫 #pandemiclife @KingJames

—
#LeBronJames #Lakers #LakeShow https://t.co/1jhxJUnKsO"
2021-12-02 23:28:01,"they want us to fail… 
TOO BAD!
#Lakers"
2021-12-02 23:27:08,Sheesh 8 nose swabs….. rough #lakers
2021-12-02 23:26:45,RT @JamesLefortnite: @wojespn LeBron beating the covid diagnosis and cleared to play Friday against the Los Angeles clippers like…. #leClea…
2021-12-02 23:23:57,RT @JamesLefortnite: @ShamsCharania LeBron beating the covid diagnosis and cleared to play Friday against the Los Angeles clippers like…. #…
2021-12-02 23:23:52,@ShamsCharania LeBron beating the covid diagnosis and cleared to play Friday against the Los Angeles clippers like…… https://t.co/7WE6F2xMlq
2021-12-02 23:23:28,"🚨 THIS JUST IN 🚨

NBA: LeBron James tests negative multiple times just days after entering leagues health and safet… https://t.co/YXC41t47u2"
2021-12-02 23:23:10,"RT @LakersNation: Russell Westbrook says the #Lakers haven’t had a 2-day break in a month, so this week has been nice for them."
2021-12-02 23:22:31,NBA NEWS: #Lakers announce that F LeBron James (covid protocols) is active for Friday’s game. His return will hurt… https://t.co/RM9fZZjTGo
2021-12-02 23:21:46,"RT @BiG_CrYpto_Xmas: On the 2nd day of Christmas
My OGs brought 2 me…………….. 
2 more Bags of $CRO
And a song for the Christmas tree……. #HoHo…"
2021-12-02 23:21:41,"On the 2nd day of Christmas
My OGs brought 2 me…………….. 
2 more Bags of $CRO
And a song for the Christmas tree…….… https://t.co/GDH2GZDxxK"
2021-12-02 23:21:30,Did he seek advice from Joe Rogan? #Lakers #NBA https://t.co/guBxzgH2iO
2021-12-02 23:21:16,@wojespn LeBron beating the covid diagnosis and cleared to play Friday against the Los Angeles clippers like….… https://t.co/948LWdhjde
2021-12-02 23:21:12,"RT @SpectrumSN: .@RealAClifton, @geeter3 &amp; @Mike_Bresnahan discuss the #Lakers back-to-back wins and share their optimism as the team prepa…"
2021-12-02 23:20:15,"So the #Lakers starters need to be:
AD
West
Bron 
Ellington/Bradley 
Dwight 

THT
Monk
Melo 
DJ
Reaves"
2021-12-02 23:19:52,"#Lakers 
#LebronJames 
#CoronaVirus 
#CoVid19 

So Long Story, Short ... #FalsePositive 
(that ruins all the #Memes… https://t.co/XBnS67uWdf"
2021-12-02 23:19:29,"lebron is back and ready to tear up the league again
#Lakers 
#LeBronJames https://t.co/EocgBdJXXw"
2021-12-02 23:17:40,@NBAonTNT LeBron beating the covid diagnosis and cleared to play Friday against the Los Angeles clippers like….… https://t.co/PAVDbqzsZM
2021-12-02 23:17:14,Alright can y’all stop making articles of potential #Lakers trade scenarios involving Westbrook? We aren’t trading… https://t.co/peuzqwQHhv
2021-12-02 23:16:15,@mcten @wojespn LeBron beating the covid diagnosis and cleared to play Friday against the Los Angeles clippers like… https://t.co/N3dUW7fq5t
2021-12-02 23:15:08,"Download the Best #app to share your #Best #sports content
==&gt; https://t.co/wIy9Y1KHKh &lt;== 
#lakers #nba… https://t.co/8vXkvOfshG"
2021-12-02 23:15:07,"#Best of the day on https://t.co/mk8w5UtFhL
Highlights: Los Angeles Lakers Vs Sacramento Kings… https://t.co/9Lp1vQ7Fj8"
2021-12-02 23:15:05,RT @karpotunalmusic: He's LeBack💯🔥🍻😏🏀 #Lakers @LakeShowYo @scorpiogoodvibe @White_Mamba88 #LakeShow @LakersSpin @Laker_Ville https://t.co/B…
2021-12-02 23:14:57,"What's #Best today on https://t.co/NQOcMymrqQ ?
Highlights: Los Angeles Lakers Vs Sacramento Kings… https://t.co/KKvZKpj5XC"
2021-12-02 23:14:28,He's LeBack💯🔥🍻😏🏀 #Lakers @LakeShowYo @scorpiogoodvibe @White_Mamba88 #LakeShow @LakersSpin @Laker_Ville https://t.co/BTvRuPNIwu
2021-12-02 23:14:19,#Lakers superstar SF-PF-PG LeBron James has been cleared from health and safety protocols after testing positive fo… https://t.co/uOibmZlMa1
2021-12-02 23:13:45,"So the vaccine worked for Lebron is that what you telling me? 🤷🏾‍♂️

#COVID19 #NBA #Lakers #askingforafriend 🤦🏾‍♂️"
2021-12-02 23:13:02,Get vacinnated baby! 2 negative tests within 24 hours and you're back. #Lakers https://t.co/YNlDdpVyPP https://t.co/0zH5HKsJeQ
2021-12-02 23:12:50,@TheHoopCentral @ShamsCharania Get vacinnated baby! 2 negative tests within 24 hours and you're back. #Lakers https://t.co/5iwNrw7YJj
2021-12-02 23:12:28,Yes! Will ESPN change the game again? But really I don't care - just happy LBJ is back and rather listen to Stu and… https://t.co/mF9yUKbCAa
2021-12-02 23:12:20,RT @JamesLefortnite: LeBron beating the covid diagnosis and cleared to play Friday against the Los Angeles clippers like…. #leCleared #leCo…
2021-12-02 23:12:17,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 23:12:05,LeBron beating the covid diagnosis and cleared to play Friday against the Los Angeles clippers like…. #leCleared… https://t.co/a46wVk6O5g
2021-12-02 23:11:53,RT @HoopAnalysisNet: BREAKING: #Lakers star LeBron James has been cleared from health and safety protocols to return on Friday vs. #Clipper…
2021-12-02 23:11:25,RT @Theclydewebb: LMFAOOOOO BROOKLYN IN 2 @russwestt44 #youreeeeaaaady? 🤣👨🏾‍🍳🍳 #RussellWestbrook #lakers https://t.co/d1HeO6yv0u
2021-12-02 23:10:55,"RT @LACourtsidePod: BTW ... Should Brandon B. Jr., get some meaningful minutes against the #Lakers? What the hell is wrong with MM, Sr.?!?…"
2021-12-02 23:10:47,"RT @LACourtsidePod: So now that the #Clippers have got their ""letdown"" game out of the way, it's time to focus on the BIG ONE on Friday! #L…"
2021-12-02 23:10:40,RT @LACourtsidePod: Does anyone think the #Clippers will have a letdown tonight against the #KingsNation before their big game on Friday ag…
2021-12-02 23:10:10,RT @HoopAnalysisNet: BREAKING: #Lakers star LeBron James has been cleared from health and safety protocols to return on Friday vs. #Clipper…
2021-12-02 23:09:44,BREAKING: #Lakers star LeBron James has been cleared from health and safety protocols to return on Friday vs.… https://t.co/5rYC8l5x1R
2021-12-02 23:09:06,"#Lakers C Dwight Howard will start tomorrow's game at C, C DeAndre Jordan to the bench."
2021-12-02 23:09:02,"RT @tikktoc: ESPN after the news that lebron is going to play Friday. They made that decision a little too quick. Hate him or not, Lebron=R…"
2021-12-02 23:08:15,RT @jayluna1224: Lebron getting two negative covid tests within 52 hours… #LeBronJames #lakers #lakeshow #nba https://t.co/ZJ17brS9LF
2021-12-02 23:08:15,ESPN after the news that lebron is going to play Friday. They made that decision a little too quick. Hate him or no… https://t.co/eTM8Yr4lLu
2021-12-02 23:07:56,"LeBron was right, something was fishy. #Lakers"
2021-12-02 23:07:26,Paul George just smashed his controller. #Lakers #lakersnation #LakeShow #NBA75 #NBATwitter
2021-12-02 23:07:16,"RT @LakersNation: Russell Westbrook says the #Lakers haven’t had a 2-day break in a month, so this week has been nice for them."
2021-12-02 23:06:08,Los Angeles #Lakers F has been cleared from the #NBA’s health and safety protocols after registering multiple negat… https://t.co/6B85URI29t
2021-12-02 23:05:50,Lebron getting two negative covid tests within 52 hours… #LeBronJames #lakers #lakeshow #nba https://t.co/ZJ17brS9LF
2021-12-02 23:05:47,"RT @phearlissdream1: @LakerFilmRoom Why does he make that shit look so easy?! 😩❤️✊🏾👏🏾👏🏾👏🏾👏🏾

#Lakers #LakersNation #LakeShow"
2021-12-02 23:04:57,#NBA #Lakers - LeBron James (Covid protocols) active Friday.
2021-12-02 23:04:38,Lakers LeBron James has been cleared from health and safety protocols to return on Friday vs Clippers. #Lakers #James
2021-12-02 23:01:34,Fully-vaccinated NBA star LeBron James placed on NBA's COVID-19 list https://t.co/pRzCxopsPE #covid #vaccine #nba… https://t.co/FjMsz4pZCJ
2021-12-02 22:55:50,RT @lakersislife: Hey @lakers when will you accept Bitcoin $btc #bitcoin #lakers
2021-12-02 22:55:27,"RT @LakersNation: Russell Westbrook says the #Lakers haven’t had a 2-day break in a month, so this week has been nice for them."
2021-12-02 22:54:09,"#Lakers News: 1 of Dwight Howard, DeAndre Jordan to Sit in Each Game Going Forward https://t.co/ILZPXkj9sv via @BleacherReport"
2021-12-02 22:50:44,"Dudes just argued for 30min...

Can ad win without bron? Fuck no 😂😂 dude is cotton soft #Lakers @ESPNLosAngeles 

L… https://t.co/ajpaoZWtSq"
2021-12-02 22:49:04,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 22:38:10,"RT @LakersNation: Russell Westbrook says the #Lakers haven’t had a 2-day break in a month, so this week has been nice for them."
2021-12-02 22:31:23,"RT @TheMemeFactory0: #LeBronJames #Fauci 
Get well soon LeBron. 🤣 
#Trending #TrendingNow #VaccineSideEffects #vaccine #covidvariant #COVID…"
2021-12-02 22:31:16,"RT @LakersNation: Russell Westbrook says the #Lakers haven’t had a 2-day break in a month, so this week has been nice for them."
2021-12-02 22:30:17,"RT @vicijely: Hi !
I’m on #opensea ! Time to move  🪃
🏀 Los Angeles Lakers Legends 🏀
https://t.co/FdFMoCvaDE

#opensea #OpenSeaNFT #openseaa…"
2021-12-02 22:24:59,RT @hannah_kulik: NEW PODCAST‼️: Should Dwight Be Lakers Starting Center?! https://t.co/wkIJKWiRBs #Lakers 💜💛💜💛
2021-12-02 22:21:40,About damn time #lakers https://t.co/D9pEz7zXcl
2021-12-02 22:20:13,"RT @LakersNation: Russell Westbrook says the #Lakers haven’t had a 2-day break in a month, so this week has been nice for them."
2021-12-02 22:19:28,"RT @LACourtsidePod: ""I GOT 5 ON IT! #Lakers and #Clippers preview on tomorrow night's game. @ruhikhan_ @ReeceMcg18 @LakeShowYo @LASportsRad…"
2021-12-02 22:18:06,"RT @LACourtsidePod: ""I GOT 5 ON IT! #Lakers and #Clippers preview on tomorrow night's game. @ruhikhan_ @ReeceMcg18 @LakeShowYo @LASportsRad…"
2021-12-02 22:14:49,"#Lakers C Dwight Howard started the 2nd half of Tuesday's game at C, C DeAndre Jordan to the bench."
2021-12-02 22:13:08,Time to shine @DwightHoward  #Lakers #lakeshow https://t.co/v7HBLwjb0j
2021-12-02 22:13:07,Getting closer. I think as long as Ariza can still play defense it's going to go a long way in helping to unlock th… https://t.co/TOdyNXC2gP
2021-12-02 22:10:05,"RT @GameInjuryDoc: #Lakers Trevor Ariza participated in the non-contact part of practice today 

—Expect a ramp up period around 2-3 weeks…"
2021-12-02 22:09:57,"RT @GameInjuryDoc: #Lakers Trevor Ariza participated in the non-contact part of practice today 

—Expect a ramp up period around 2-3 weeks…"
2021-12-02 22:09:03,"RT @GameInjuryDoc: #Lakers Trevor Ariza participated in the non-contact part of practice today 

—Expect a ramp up period around 2-3 weeks…"
2021-12-02 22:08:14,@PosteryzedClips #FrankVogel says he will start #DwightHoward Saturday 4Dec game vs #Clippers 🏀🗑️#nba #Lakers
2021-12-02 22:06:59,"#Lakers Trevor Ariza participated in the non-contact part of practice today 

—Expect a ramp up period around 2-3 w… https://t.co/Xb9Je2xeh8"
2021-12-02 22:06:53,#Lakers SG-SF Talen Horton-Tucker started Tuesday's game at SF in place of superstar SF-PF-PG LeBron James (health and safety protocols).
2021-12-02 22:06:29,"RT @TheMemeFactory0: #LeBronJames #Fauci 
Get well soon LeBron. 🤣 
#Trending #TrendingNow #VaccineSideEffects #vaccine #covidvariant #COVID…"
2021-12-02 22:06:04,#Lakers SG-SF Wayne Ellington started Tuesday's game at SG in place of SG-PG Avery Bradley (thumb).
2021-12-02 22:02:54,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 22:02:41,#Lakers superstar SF-PF-PG LeBron James did not play Tuesday as he entered health and safety protocols.
2021-12-02 22:01:08,"RT @GriffKohout: @RealSkipBayless always #goodtimes at Staples Center #hoops headquarter downtown Los Angeles !!!

#Nodaysoff for #hustlers…"
2021-12-02 21:59:15,"RT @LACourtsidePod: ""I GOT 5 ON IT! #Lakers and #Clippers preview on tomorrow night's game. @ruhikhan_ @ReeceMcg18 @LakeShowYo @LASportsRad…"
2021-12-02 21:55:55,That last move where he spins to his right shoulder for a jump hook is something we haven't seen much of. Good to s… https://t.co/Hyr5dkhMj3
2021-12-02 21:52:47,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 21:49:31,"RT @LACourtsidePod: ""I GOT 5 ON IT! #Lakers and #Clippers preview on tomorrow night's game. @ruhikhan_ @ReeceMcg18 @LakeShowYo @LASportsRad…"
2021-12-02 21:48:05,"#LeBronJames #Fauci 
Get well soon LeBron. 🤣 
#Trending #TrendingNow #VaccineSideEffects #vaccine #covidvariant… https://t.co/F0O2RGv0U4"
2021-12-02 21:44:25,"""I GOT 5 ON IT! #Lakers and #Clippers preview on tomorrow night's game. @ruhikhan_ @ReeceMcg18 @LakeShowYo… https://t.co/7Stg8nTe8e"
2021-12-02 21:41:55,"#Lakers SG-PG Avery Bradley has a sprained right thumb, did not play Tuesday. He will play tomorrow's game."
2021-12-02 21:36:04,"RT @cookyat: Hi Lakers fan in LA!
I cannot make it happen this time at 3rd Dec. for this top game.
So I will DONATE my ticket in sec. 107,…"
2021-12-02 21:31:20,"RT @cookyat: Hi Lakers fan in LA!
I cannot make it happen this time at 3rd Dec. for this top game.
So I will DONATE my ticket in sec. 107,…"
2021-12-02 21:30:52,"RT @LakersNation: Russell Westbrook says the #Lakers haven’t had a 2-day break in a month, so this week has been nice for them."
2021-12-02 21:30:23,That's a positive step. Maybe xmas day comeback v Nets? #Lakers https://t.co/JcsDmzUKRg
2021-12-02 21:30:18,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 21:27:47,"My friend send me this - I don't know the author but @RKHorry is a king 4 (7) sure!

#Horry #RobertHorry… https://t.co/apYldWXxN6"
2021-12-02 21:25:36,RT @GwashburnGlobe: ESPN drops #Lakers-#Clippers on Friday and picks up #Suns-#Warriors. When is the last time a Lakers game was dropped?
2021-12-02 21:22:51,"@AdamDodgers #Lakers, #LARams, #LAKings and his local Pac12 alma mater's team. 
Still officially neutral on our MLS team."
2021-12-02 21:22:23,"RT @ExpertBetNet: Since 2019, Anthony Davis has played 24 games where LeBron James has been inactive…the #Lakers are 10-14 (41.6%): 

1-2 i…"
2021-12-02 21:22:10,"RT @ExpertBetNet: Since 2019, Anthony Davis has played 24 games where LeBron James has been inactive…the #Lakers are 10-14 (41.6%): 

1-2 i…"
2021-12-02 21:21:59,"RT @ExpertBetNet: Since 2019, Anthony Davis has played 24 games where LeBron James has been inactive…the #Lakers are 10-14 (41.6%): 

1-2 i…"
2021-12-02 21:19:58,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 21:19:20,"RT @LakersNation: Russell Westbrook says the #Lakers haven’t had a 2-day break in a month, so this week has been nice for them."
2021-12-02 21:19:16,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 21:17:51,RT @NikkiKaySN1: Russell Westbrook is back home in Pauley as tonight’s honorary captain @UCLAMBB #Lakers #Bruins https://t.co/ba04ZUS68R
2021-12-02 21:14:51,"RT @LakersNation: Russell Westbrook says the #Lakers haven’t had a 2-day break in a month, so this week has been nice for them."
2021-12-02 21:13:23,"RT @LakersNation: Russell Westbrook says the #Lakers haven’t had a 2-day break in a month, so this week has been nice for them."
2021-12-02 21:12:34,"RT @13xRas: Not lost #GGBryant #KobeBryant #Dynasty #Lakers La Kwame Edwards #Ras @ Los Angeles, California https://t.co/aJXI2cL69Q"
2021-12-02 21:11:14,"#Lakers superstar PF-C Anthony Davis had a head contusion in the right temporal region with no concussive symptoms, played Tuesday."
2021-12-02 21:08:50,"RT @LakersNation: Russell Westbrook says the #Lakers haven’t had a 2-day break in a month, so this week has been nice for them."
2021-12-02 21:07:09,"Since 2019, Anthony Davis has played 24 games where LeBron James has been inactive…the #Lakers are 10-14 (41.6%):… https://t.co/zQN8b5juyk"
2021-12-02 21:07:07,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 21:05:51,He can even go to the #Lakers All I care.
2021-12-02 21:04:38,"What's #Best today on https://t.co/DVTf2jd2ZR ?
Highlights : Russell Westbrook (23 Pts 6 Ast 5 Reb) Vs Sacramento K… https://t.co/BX4R7oDRsB"
2021-12-02 21:02:37,"RT @LakersNation: Russell Westbrook says the #Lakers haven’t had a 2-day break in a month, so this week has been nice for them."
2021-12-02 21:01:56,"RT @LakersNation: Russell Westbrook says the #Lakers haven’t had a 2-day break in a month, so this week has been nice for them."
2021-12-02 20:59:13,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 20:55:14,"RT @LakersNation: Russell Westbrook says the #Lakers haven’t had a 2-day break in a month, so this week has been nice for them."
2021-12-02 20:54:42,"RT @LakersNation: Russell Westbrook says the #Lakers haven’t had a 2-day break in a month, so this week has been nice for them."
2021-12-02 20:54:37,RT @GwashburnGlobe: ESPN drops #Lakers-#Clippers on Friday and picks up #Suns-#Warriors. When is the last time a Lakers game was dropped?
2021-12-02 20:54:22,"RT @LakersNation: Russell Westbrook says the #Lakers haven’t had a 2-day break in a month, so this week has been nice for them."
2021-12-02 20:54:14,"RT @LakersNation: Russell Westbrook says the #Lakers haven’t had a 2-day break in a month, so this week has been nice for them."
2021-12-02 20:53:15,"RT @LakersNation: Russell Westbrook says the #Lakers haven’t had a 2-day break in a month, so this week has been nice for them."
2021-12-02 20:52:47,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 20:52:21,"Russell Westbrook says the #Lakers haven’t had a 2-day break in a month, so this week has been nice for them."
2021-12-02 20:47:40,"Rare Artwork Emerges From the Covid Pandemic to a Blue-Chip Auction House 
#KobeBryant #BlackMamba #Kobe… https://t.co/2NsuzmwZk6"
2021-12-02 20:43:24,RT @JamesLefortnite: LeBron right now after he heard that the Los Angeles Clippers/Lakers game will not air on espn but the golden state Wa…
2021-12-02 20:43:19,LeBron right now after he heard that the Los Angeles Clippers/Lakers game will not air on espn but the golden state… https://t.co/zAb31zn3sn
2021-12-02 20:42:45,"hose All-Star Vibes 😎⛹️‍♂️
@naughtyhoops  

#nba #sports #ballislife #quotes #lakers #basketballtraining… https://t.co/ZYs1KOCPzx"
2021-12-02 20:37:33,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 20:35:10,"Thanks to yesterday's victory of the @lakers , we celebrated with the guys next to the @antdavis23 jersey!… https://t.co/vKiN9rOx5M"
2021-12-02 20:30:51,#Lakers should trade DAJ and AB for Chris Boucher.
2021-12-02 20:30:42,#NoLeBron' Trends As #ESPN Pulls #Lakers From Broadcast Schedule https://t.co/rL8dokLbnw
2021-12-02 20:30:03,"Rare Artwork Emerges From the Covid Pandemic to a Blue-Chip Auction House 
#KobeBryant #BlackMamba #Kobe… https://t.co/ZtMSdrBqjn"
2021-12-02 20:29:58,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 20:28:42,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 20:28:04,RT @NikkiKaySN1: Russell Westbrook is back home in Pauley as tonight’s honorary captain @UCLAMBB #Lakers #Bruins https://t.co/ba04ZUS68R
2021-12-02 20:27:50,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 20:26:02,"Mysterio? Dis you?

#SpiderManNoWayHome #SpiderManFarFromHome #Mysterio #NBA #Lakers #QuentinBeck https://t.co/qyXJfI2UiO"
2021-12-02 20:22:02,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 20:21:00,I don’t want to say I’m concerned about Bron and the lakers but I’m concerned about Bron on the lakers lol. #Lakers
2021-12-02 20:18:09,NBA LIVE 22 Rosters Bulls vs Lakers 4th Qrt PS5 4K https://t.co/P0xC8vIdgC via @YouTube #Bulls #Lakers
2021-12-02 20:10:15,"Trips to the NBA Playoffs, last 20 years
#NBA #NBATwitter #Celtics #Lakers https://t.co/h5Tfbb1yhC"
2021-12-02 20:06:55,"@CandlestickWill For some reason, when #Lakers, #Bulls, #Celtics, #Heat or #Spurs won all their #NBA championships,… https://t.co/xc7JhppKp2"
2021-12-02 20:06:00,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 20:05:54,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 20:01:37,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 20:00:30,RT @LACourtsidePod: #Lakers vs. #Clippers preview episode dropping tonight! @Kryssongz @MyClippers @drunken_trent @jay_pea619 @MirjamSwanso…
2021-12-02 20:00:16,"If the #Lakers beat the Clippers tomorrow without Bron, I am convinced that there will be a huge turn around with this team."
2021-12-02 19:58:07,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 19:55:18,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 19:54:38,#Lakers vs. #Clippers preview episode dropping tonight! @Kryssongz @MyClippers @drunken_trent @jay_pea619… https://t.co/zKiS5GB9up
2021-12-02 19:54:30,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 19:54:16,@KingJames can you stop worrying bout politics and bullshit and slap the fuck out of our team and let's gets this c… https://t.co/tGHM6qKoDY
2021-12-02 19:53:46,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 19:52:27,"RT @JamesWorthy42: Thx to @Ballislife for putting this together 
 
@RooshWilliams @Zaknoble 
#lakers #showtime #nba #lakeshow #lakersnation…"
2021-12-02 19:49:56,The Teenagers Getting Six Figures to Leave Their High Schools for Basketball https://t.co/127rNs4ajt #TheNewEconomy… https://t.co/Q2He13773j
2021-12-02 19:43:03,RT @NikkiKaySN1: Russell Westbrook is back home in Pauley as tonight’s honorary captain @UCLAMBB #Lakers #Bruins https://t.co/ba04ZUS68R
2021-12-02 19:41:02,RT @DuaneRankin: ESPN now televising #Suns #Warriors rematch tomorrow night and dropping #Lakers #Clippers game. #NBA75 #NBA https://t.co/y…
2021-12-02 19:38:39,@RealSkipBayless @undisputed Russ does nothing quietly. He has been a force since getting a feel for new #Lakers te… https://t.co/eSt9FWqmM4
2021-12-02 19:30:59,RT @NikkiKaySN1: Russell Westbrook is back home in Pauley as tonight’s honorary captain @UCLAMBB #Lakers #Bruins https://t.co/ba04ZUS68R
2021-12-02 19:30:23,RT @DuaneRankin: ESPN now televising #Suns #Warriors rematch tomorrow night and dropping #Lakers #Clippers game. #NBA75 #NBA https://t.co/y…
2021-12-02 19:29:58,ESPN now televising #Suns #Warriors rematch tomorrow night and dropping #Lakers #Clippers game. #NBA75 #NBA https://t.co/yxi1gG6xXX
2021-12-02 19:21:29,"RT @Ben_ESPN: 🏀@ESPNNBA schedule update:

🆚ESPN has added the #Suns vs #Warriors game to its Dec. 3 slate, starting at 10P ET. This replace…"
2021-12-02 19:17:06,"Flashback 🥰
#Forever #mambamentality #NBA #NBA2K22 #KobeBryant #Lakers https://t.co/FYjk1Kz3Ld"
2021-12-02 19:15:00,"RT @showtime_forum: ESPN has also added #Lakers vs #TWolves on Dec. 17 at 10P, replacing #Bucks vs #Pelicans. 

@Ben_ESPN | #LakeShow"
2021-12-02 19:13:42,@gabbgoudy @cavs Yep…On March 21st when the #Cavs host the #Lakers.
2021-12-02 19:12:33,"Say hello to the new https://t.co/S8cmytKpXD Arena 

RIP Staples Center in downtown L.A. The new kid in town is Cry… https://t.co/HBE0yiuSMB"
2021-12-02 19:11:37,"RT @Ben_ESPN: 🏀@ESPNNBA schedule update:

🆚ESPN has added the #Suns vs #Warriors game to its Dec. 3 slate, starting at 10P ET. This replace…"
2021-12-02 19:10:54,"RT @Ben_ESPN: 🏀@ESPNNBA schedule update:

🆚ESPN has added the #Suns vs #Warriors game to its Dec. 3 slate, starting at 10P ET. This replace…"
2021-12-02 19:10:23,@billoram Good! Being on @ESPN is not a sign of status to the #Lakers. Real basketball fans cringe at the national… https://t.co/W3Y64XFCe8
2021-12-02 19:07:44,#Lakers superstar SF-PF-PG LeBron James (ab) played Sunday. https://t.co/OLxeiElhFL
2021-12-02 19:04:45,"ESPN has also added #Lakers vs #TWolves on Dec. 17 at 10P, replacing #Bucks vs #Pelicans. 

@Ben_ESPN | #LakeShow"
2021-12-02 19:00:28,RT @GwashburnGlobe: ESPN drops #Lakers-#Clippers on Friday and picks up #Suns-#Warriors. When is the last time a Lakers game was dropped?
2021-12-02 18:59:10,"Melo gets doubled every post catch, if he starts passing more out of them like he did against the Kings… whew 🔥🔥 #Lakers"
2021-12-02 18:58:31,"RT @LakersNation: Malik Monk feels the #Lakers are growing as a team with each game.
https://t.co/rBVEYEY3xB https://t.co/c2a4phpYVz"
2021-12-02 18:56:28,"RT @Ben_ESPN: 🏀@ESPNNBA schedule update:

🆚ESPN has added the #Suns vs #Warriors game to its Dec. 3 slate, starting at 10P ET. This replace…"
2021-12-02 18:56:11,Lmao really putting the L into #Lakers with this one https://t.co/MHXQcIgsOZ
